cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Poço Fundo;Imagem de São Francisco de Paula;Não informado;BM;2010
Poços de Caldas;Chalé Frayha - Antiga residencia do Barão de ltacurussá;Rua Pernambuco, nº 95 -Centro;BI;2025
Poços de Caldas;Escola Estadual David Campista - Antigo Sanatorium;Rua Mato Grosso, nº 11 - Centro;BI;2025
Poços de Caldas;Conjunto Arquitetônico e Paisagístico do Colégio Municipal Doutor José Vargas de Souza - 3,56 ha;Avenida Champagnat, nº 668 – Bairro de Vila Cruz;CP;2024
Poços de Caldas;Capela Dom Bosco;Avenida Coronel Virgílio Silva- Jardim Regina;BI;2004
Poços de Caldas;Antigo Mercado Municipal;Avenida Francisco Sales, nº 770 - esquina com Rua Assis Figueiredo - Centro;BI;2020
Poços de Caldas;Fontes Termais – Conjunto Pedro Botelho e Macacos;Fonte Pedro Botelho: Praça. Doutor Elisiário Junqueira e Fonte Macacos: Praça Dom Pedro II;BI;2004
Poços de Caldas;Chalé Honório Dias;Praça Getúlio Vargas, nº 04 - Centro;BI;2004
Poços de Caldas;Basílica de Nossa Senhora da Saúde - Matriz de Poços de Caldas;Praça MonsenhorFaria de Castro;BI;2023
Poços de Caldas;Complexo Ferroviário de Mogyana – FEPASA;Praça Paul Harris,s/nº - Centro;BI;2004
Poços de Caldas;Antigo Cassino da Urca;Rua Amazonas, s/ nº - Centro;BI;2004
Poços de Caldas;Sobrado Conde Prates;Rua Junqueiras , n° 130 esquina com Rua Doutor Francisco Faria Lobato;BI;2018
Poços de Caldas;Igreja de São Sebastião;Rua nico Duarte, nº 416;BI;2004
Poços de Caldas;Villa Junqueira – Museu Histórico e Geográfico;Rua Padre Henry Mothons/nº;BI;2004
Poços de Caldas;Igreja de Santo Antônio;Rua São Paulo - Centro;BI;2004
Poços de Caldas;Conjunto Paisagistico Recanto do Japonês - 7,9 ha;Serra de São Domingos;CP;2024
Poços de Caldas;Capela de Santa Cruz;Travessa Santa Cruz,s/nº;BI;2004
Pocrane;Carro de Boi do Sítio de Dona Raimunda Oliveira;Córrego Barra Alegre - Distrito de Assaraí – Área Rural;BM;2025
Pocrane;Conjunto Paisagístico da Praça Leoncio de Oliveira - <2ha;Praça Leoncio de Oliveira-  Centro;CP;2023
Pocrane;Busto que homenageia Leoncio de Oliveira;Praça Leoncio de Oliveira, Centro;BI;2023
Pompéu;Imagem do Nossa Senhora  Morto;Igreja de Nossa  Senhora da Conceição;BM;2008
Pompéu;Conjunto Paisagistico Lagoa do Quati - AABB - 2,0016 ha;Margens da Rodovia MG 060, em área periurbana, e dista aproximadamente 5Km do Distrito sede,  em direção a Agropeu;CP;2021
Pompéu;Escola Estadual Doutor Jacinto Campos;Praça Governador Valadares, nº 302 - Centro;BI;2004
Pompéu;Antiga Sede da Prefeitura de Pompéu;Rua Padre João Porto, nº 453 - Centro;BI;2022
Pompéu;Fazenda São Miguel;Zona Rural;BI;2024
Ponte nova;Pontilhão Férreo;Avenida Custódio Silva s/nº, sobre o rio Piranga, entre os Bairros Palmeiras e Triângulo;BI;2008
Ponte nova;Residência da Família Pinto Coelho;Avenida Doutor Caetano Marinho  nº 235/ 239/ 245;BI;2009
Ponte nova;Núcleo Histórico Urbano - 182 unidades;Não informado;NH;2021
Ponte nova;Imagem de São Sebastião;Igreja Matriz de São Sebastião - Praça Getúlio Vargas s/ nº;BM;2009
Ponte nova;Igreja Matriz de São Sebastião;Praça Getúlio Vargas - Avenida Caetano Marinho - Centro;BI;2022
Ponte nova;FAVAP;Rua Cantídio Drummond, nº 92 - Centro;BI;2009
Ponte nova;Residência da Família Brant Ribeiro;Rua Cantídio Drumond  nº 11 - Centro;BI;2009
Ponte nova;Hospital Nossa Senhora das Dores;Rua Doutor  Leonardo, nº 200 - Centro;BI;2022
Ponto Chique;Roncador de Ponto Chique;Avenida nestor Alves Clementino, nº 467 - Bairro Centro;BM;2024
Ponto Chique;Fazenda Tabocas;Estrada da Gameleira,s/nº - Distrito Gameleira;BI;2024
Porteirinha;Capela de Nossa Senhora da Soledade de São José de Gorutuba;Estrada vicinal de São José de Gorutuba s/nº - Zona Rural;BI;2019
Porteirinha;Antiga Prefeitura Municipal;Praça Getúlio Vargas, nº 37;BI;2019
Poté;Imagem Nossa  Senhora da Conceição;Igreja Matriz do Senhor Bom Jesus;BM;2000
Poté;Estação Ferroviária Bahia-Minas- Sucanga;Rua Agripíno Borges, s/nº;BI;2000
Poté;Conjunto Residêncial da Extinta Bahia-Minas -  Valão - 5 unidades residênciais;Rua João Ferreira de Sá;CP;2000
Poté;Estação Ferroviária Bahia-Minas - Valão;Rua Aristófenes Colen;BI;2000
Pouso Alegre;Teatro Municipal;Avenida  Doutor Lisboa,  nº 205 - Centro;BI;2001
Pouso Alegre;Casa dos Junqueiras;Avenida Abreu Lima,  nº 84 - Centro;BI;2001
Pouso Alegre;Escola Estadual  Monsenhor José Paulino;Avenida Doutor Lisboa,  nº 323 - Centro;BI;2007
Pouso Alegre;Conservatório Estadual de Música Juscelino Kubitschek;Avenida Francisco Salles,  nº 116 - Centro;BI;2001
Pouso Alegre;Palácio Episcopal;Praça Dom Otávio nº 271 - Centro;BI;2001
Pouso Alegre;Antiga Estação Ferroviária - Casa de Cultura Menotti Del Piccha;Praça Josino Araújo,s/nº - Centro;BI;2001
Pouso Alegre;Obelisco Nossa Senhora da Conceição;Praça Senador José Bento - Centro;BI;2001
Pouso Alegre;Clube Literário e Recreativo;Praça Senador José Bento,  nº 168 - Centro;BI;2001
Pouso Alegre;Fórum Orvietto Butti;Praça Senador José Bento,  nº 2 - Centro;BI;2001
Pouso Alegre;Fonte Luminosa da Independência;Praça Senador José Bento, s/nº - Centro;BI;2001
Pouso Alegre;Sinos da Catedral Metropolitana;Praça Senador José Bento, s/nº - Centro;BM;2021
Pouso Alegre;Circuito Estrada de Ferro Sapucaí - 2,5826 ha - Tombamento anulado em 2022;Rodovia BR 459 - Km 103;CP;2007
Pouso Alegre;Estátua do Bandeirante Fernão Dias;Rodovia Fernão Dias - BR 381;BI;2007
Pouso Alegre;Escola Estadual  Doutor José Marques Oliveira;Rua Bueno Brandão,  nº 220 - Centro;BI;2001
Pouso Alegre;Carmelo Sagrada Família;Rua Comendador José Garcia,  nº1307 – Bairro Cascalho;BI;2023
Pouso Alto;Imagem de Nossa Senhora da Conceição;Ladeira do Jaguar,  nº 2 - Igreja Matriz;BM;2006
Pouso Alto;Casarão – Paço Municipal;Praça Desembargador Ribeiro da Luz, s/nº;BI;2004
Pouso Alto;Conjunto Paisagístico e Arquitetônico Igreja Matriz, escadaria da ladeira do Jaguar e calçamento - 2,2 ha;Rua Barão de Pouso Alto;CP;2007
Prados;Conjunto Urbano Passos da Paixão - 5 passos - 0,012 ha;"PASSO 01- Rua  Coronel  José Manoel entre, nº 16 es/nº; PASSO 02 -Rua Coronel José Manoel entre, nº38 e nº 86; PASSO 03- Rua Coronel João Luiz entre, nº143 e nº 173; PASSO 04 - Rua Coronel João Luiz entre,  nº 72 e nº 82; PASSO 05 - Rua  Professor Antônio Américo, entre nº3 e nº5";CP;2009
Prados;Teatro Municipal Prefeito José Café;Praça Doutor Viviano Caldas, nº 66 - Centro;BI;2016
Prados;Acervo de partituras da Lira Ceciliana;Rua Coronel João Luís, nº 141;BM;2007
Prados;Sobrado da Selaria Estrela Ltda.;Rua Coronel José Manoel, nº 61;BI;2006
Prados;Núcleo Histórico de Prados - 107 unidades;Não informado;NH;2012
Prados;Núcleo Histórico Povoado Vitoriano Veloso - Bichinho -  82 unidades;Não informado;NH;2012
Prata;Imagem de Nossa Senhora dos Passos - Igreja Matriz;Praça 15 de novembr,  nº 251;BM;2005
Prata;Igreja de Nossa Senhora do Rosário;Praça Getúlio Vargas, nº 51;BI;2006
Pratápolis;Antiga Estação Ferroviária;Não informado;BI;2007
Pratápolis;Imagem de São Sebastião;Não informado;BM;2009
Pratápolis;Conjunto Paisagístico Trecho urbano da Estrada de Ferro - 1,7 ha;Não informado;CP;2010
Presidente Bernardes;Núcleo Histórico da Praça Cônego Lopes - 39 unidades;Praça Cônego Lopes - Centro;NH;2020
Presidente Bernardes;Antiga Prefeitura Municipal;Rua Cônego Lopes, nº 09 - Centro;BI;2012
Presidente Juscelino;Arquivo do Cartório de Registro Civil e Notas;Praça  Achiles Couto,s/nº;BM;2008
Presidente Juscelino;Ruínas da Ponte do Paraúna;Não informado;BI;2009
Presidente Juscelino;Conjunto Sítio Natural Reserva Água Doce - 5,365 ha;Não informado;CP;2010
Presidente Kubitschek;Igreja Nossa Senhora das Dores;Praça Doutor Waldir de Ávila,s/nº;BI;2010
Presidente Kubitschek;Imagem Nossa Senhora das Dores  - Igreja Nossa Senhora das Dores;Não informado;BM;2010
Presidente Kubitschek;Calçamento de Pedras - 3,74 ha;Não informado;CP;2010
Presidente Olegário;Antiga Capela Nossa Senhora da Abadia;Rua Capitão João Rodrigues Braga,s/nº;BI;2009
Presidente Olegário;Carro de Boi Chapeado - Fazenda do Senhor  José Januário;Não informado;BM;2012
Presidente Olegário;Vila de Ponte Firme - Núcleo Histórico;Não informado;NH;2010
Prudente de Morais;Acervo da Guarda de  Nossa Senhora do Rosário;Capela de Nossa Senhora do Rosário  à Praça Santa Cruz, nº 264;BM;2004
Prudente de Morais;Sítio Paisagístico da Lagoa do Cercado - 2 ha;Fazenda da Lapa;CP;2004
Prudente de Morais;Capela de São Sebastião - Capela de São Sebastião;Fazenda Lapa Preta - Zona Rural;BI;2001
Queluzito;Núcleo Histórico - 55 unidades;Praça Santo Amaro  Rua Padre Gurgel, Rua Bernardino Pena e Rua do Rosário - Centro;NH;2007
Queluzito;Igreja Matriz de Santo Amaro;Praça Santo Amaro, s/nº - Centro;BI;2010
Queluzito;Jeep-Willys;Não informado;BM;2005
Raposos;Imagem de Nossa Senhora do Rosário com o menino Jesus;Capela de Nossa Senhora do Rosário;BM;2001
Raposos;Capela Nossa Senhora do Rosário;Largo do Rosário;BI;2001
Raposos;Estação Ferroviária;Praça da Estação;BI;2004
Raposos;Antiga Fábrica do Fósforo Luz Mineira - Atual Escola Estadual Dom Cirilo;Praça da Matriz, nº 96;BI;2022
Raposos;Creche Menino Jesus;Rua Geraldo Gomes de Lima, nº 175 - Centro;BI;2022
Raposos;Igreja Matriz de Nossa Senhora da Conceição;Rua José Calixto dos Anjos, 88 - Centro;BI;2022
Raposos;Mananciais e respectivas áreas de proteção da Bacia do ribeirão da Prata - 626 ha;Zona  Rural de Raposos;CP;2001
Raposos;Matriz Nossa Senhorada Conceição de Raposos;Não informado;BI;Não informado
Raul Soares;Antiga Estação Ferroviária de Raul soares;Avenida Getúlio Vargas, nº 200 - Centro;BI;2021
Raul Soares;Conjunto Paisagístico Praça Doutor Durval Grossi - 0,1471 ha;Praça Doutor Durval Grossi;CP;2020
Raul Soares;Vitrais da Igreja Matriz de São Sebastião;Praça Padre José Domingues,s/nº;BM;2003
Raul Soares;Imagem do Senhor Morto;Praça Padre José Domingues,s/nº - Centro;BM;2011
Resende Costa;Igreja Matriz Nossa Senhora da Penha de França;"O templo é circundado por três praças: uma voltada para sua face frontal, Praça Cônego Cardoso; outra na sua face esquerda, Praça Nossa Senhora de Fátima; e a última voltada para a face posterior, Praça Mendes Resende.";BI;2025
Resende Costa;Ruínas da Fazenda dos Campos Gerais;Não informado;BI;2025
Resende Costa;Solar dos Pinto - Câmara Municipal;Rua Maria da Costa Fernandes esquina com a Praça Nossa Senhora de Fátima;BI;2025
Resende Costa;Ruínas da Sede da Fazenda da Laje;estrada em terreno natural compactado, que liga Resende Costa a São Tiago;BI;2025
Resende Costa;Imagem Nossa Senhora do Carmo;Praça Cônego Cardoso - Museu de Arte Sacra da Matriz de Nossa Senhora da Penha de França;BM;2006
Resende Costa;Antigo Teatro Municipal;Não informado;BI;2009
Resende Costa;Conjunto Paisagísitvo Fazenda das Éguas - 2,7782 ha;Não informado;CP;2010
Ressaquinha;Oratório da Antiga Ermida da Fazenda Costa da Mina;Lar de Proteção às Jovens – Sociedade de Educação e Assistência Social Santa Clara - Praça Nossa Senhora Aparecida nº480;BM;2025
Ressaquinha;Conjunto Paisagístico da Praça Pio XII -0,457 ha;Margens da Rodovia Juscelino Kubitscheck/BR 040 e no entorno da Igreja Matriz de São José – Centro;CP;2021
Ressaquinha;Antiga Estação Ferroviária de Ressaquinha;Praça Dom Pedro II, nº 20 - Centro;BI;2016
Ressaquinha;Imagem de São José;Rua Padre Geraldo Magela, nº01 - Centro - Igreja Matriz de São José;BM;2018
Riachinho;Alameda Antônio José Barbosa - <2ha;Avenida JK, s/nº, Centro;CP;2024
Ribeirão Vermelho;Praça Donizete Gomes - 0,2 ha;Praça Donizete Gomes, Centro;CP;2023
Ribeirão Vermelho;Capela de Nossa Senhora do Rosário de Santos Dias;Não informado;BI;2007
Ribeirão Vermelho;Capela São Sebastião;Não informado;BI;2004
Ribeirão Vermelho;Casa do Agente da Estação Ferroviária;Não informado;BI;2007
Ribeirão Vermelho;Casa São Vicente de Paulo;Não informado;BI;2004
Ribeirão Vermelho;Conserva Externa da Estação Ferroviária;Não informado;BI;2004
Ribeirão Vermelho;Igreja Matriz de Nossa Senhora da Guia;Não informado;BI;2004
Ribeirão Vermelho;Oficinas da Estação Ferroviária;Não informado;BI;2004
Ribeirão Vermelho;Estação Ferroviária;Não informado;BI;2004
Ribeirão Vermelho;Rotunda da Estação Ferroviária;Não informado;BI;2004
Ribeirão Vermelho;Ruínas do Restaurante da Estação Ferroviária;Não informado;BI;2004
Ribeirão Vermelho;Locomotiva, nº 315;Não informado;BM;2004
Ribeirão Vermelho;Praça Prefeito Gelson Loureiro - 0,4804 ha;Não informado;CP;2004
Rio Acima;Casa de Força da Central Hidrelétrica Mingu;Não informado;BI;2011
Rio Acima;Casa de Saúde Pedro Giannetti;Não informado;BI;2009
Rio Acima;Imagem de Santo Antônio;Não informado;BM;2009
Rio Acima;Conjunto Paisagístico Estação Ferroviária - 0,621 ha;Não informado;CP;2009
Rio Casca;Acervo de edições dos jormais: O Rio Casca- 9 volumes e  Jornal do Povo - 29 volumes;Praça Doutor João Camillo Mayrink, nº 20 - Centro;BM;2017
Rio Casca;Conjunto Paisagístico da Praça Doutor João Camilo Mayrinck - 0,08 ha;Praça Doutor João Camilo Mayrinck  entre as Ruas Benjamim Vieira Coelho,  Doutor João Pinheiro e Aristóteles Dutra - Centro;CP;2007
Rio Casca;Antiga Estação Ferroviária;Praça Doutor João Camilo Mayrinck,s/nº - Centro;BI;2003
Rio Casca;Acervo da Farmácia Pinto Coelho;Rua Padre Cândido, nº 02 - Centro;BM;2003
Rio Doce;Imagem de Sant'Ana;Santuário de Santana do Deserto;BM;2025
Rio Doce;Estação Ferroviária - Antiga Estação Ferroviária de Rio Doce;Rua Antônio Baggio Ferrari,s/nº - Centro;BI;2007
Rio Doce;Par de Anjos Tocheiros - Igreja Santo Antônio;Rua Coronel Bessa s/nº - Centro -  Igreja Matriz Santo Antônio;BM;2008
Rio Doce;Conjunto Arquitetônico e Paisagístico Fazenda Floresta: Sede, Casa do Caseiro, antiga Casa de Colonos, Casa anexa, antigo Armazém, Casa de Luz, Moinho, antigo Engenho, Pátio de secar café, Tulha, Curral e as áreas naturais que compõem seu quintal e entorno imediato, exceto o Campo de Futebol - 1,8 ha;Santana do Deserto;CP;2019
Rio Doce;Conjunto Paisagístico do encontro dos rios do Carmo e Piranga - limite com os municípios de Ponte Nova e Santa Cruz do Escalvado - 5,84 ha;Não informado;CP;2008
Rio Espera;Conjunto Paisagístico da Praça da Piedade - 0,68 ha;Praça da Piedade;CP;2010
Rio Espera;Fórum e Cartório;Praça Nossa Senhora da Piedade, nº 72;BI;2010
Rio Espera;Imagem de Nossa Senhora da Piedade;Não informado;BM;2005
Rio Manso;Igreja Matriz de Santa Luzia;Praça Fernando Campos - Centro;BI;2000
Rio Manso;Imagem de Santa Luzia;Não informado;BM;2000
Rio Novo;Tela Tiradentes: O Alferes em Missão aos Sertões do Leste;Fundação Cultural Rio Novo - Praça Prefeito Ronaldo Dutra Borges, s/nº - Centro;BM;2010
Rio Novo;Prefeitura Municipal;Praça  Marechal Floriano Peixoto,s/nº - Centro;BI;2011
Rio Novo;Conjunto Paisagístico da Praça Presidente Marechal Floriano Peixoto - Praça Prefeito Ronaldo Dutra Borges - 0,4318 ha;Praça Presidência Marechal Floriano Peixoto;CP;2010
Rio Novo;Escola Municipal Francisca de Gomide Araújo Simões;Rua São José,  nº 197 - Centro;BI;2004
Rio Novo;Igreja de São Sebastião;Rua São Sebastião s/nº -  Vila França;BI;2003
Rio Novo;Capela Mortuária do Cemitério Municipal;Alameda Carlos Camacho s/nº - Cemitério Municipal - Bairro Nova Aurora;BI;2012
Rio Paranaíba;Igreja Nossa Senhora do Rosário;Praça do Rosário,s/nº - Centro;BI;2003
Rio Paranaíba;Imagem Nossa Senhora das Dores;Praça Hilarindo Alves da Rocha, nº 74 - Centro;BM;2003
Rio Paranaíba;Morro do Pião - 77,47 ha;Zona  Rural - distância 3,4 Km da Igreja Matriz de São Francisco das Chagas;CP;2016
Rio Piracicaba;Igreja Matriz de São Miguel;Praça Coronel Durval de Barros;BI;2025
Rio Piracicaba;Conjunto Paisagístico da Praça do Rosário;Praça Nossa Senhora do Rosário;CP;2025
Rio Piracicaba;Conjunto  Paisagístico Praça Coronoel Durval de Barros - 0,28 ha;Praça Coronel Durval de Barros;CP;2013
Rio Piracicaba;Marimba do Congado de Padre Pinto;Quilombo do Caxambu, Pertencente ao acervo da Associação Cultural do Congado Padre Pinto, Distrito de Padre Pinto;BM;2024
Rio Piracicaba;Igreja do Senhor Bom Jesus;Rua Emília de Freitas, s/nº, Bairro Bom Jesus;BI;2023
Rio Pomba;Grupo Escolar São José;Avenida  Doutor José Neves, nº158 - Centro;BI;2022
Rio Pomba;Imagem Retabular de São Manoel;Igreja Matriz de São Manoel;BM;2023
Rio Pomba;Conjunto Paisagístico da Praça Doutor Último de Carvalho - 0,6 ha;Praça Doutor Último de Carvalho;CP;2013
Rio Pomba;Fórum nelson Hungria;Praça Doutor Último de Carvalho, nº234, Centro;BI;2024
Rio Pomba;Museu Histórico;Não informado;BI;2004
Rio Pomba;Imagem de Nossa Senhora do Rosário;Não informado;BM;2002
Rio Preto;Prefeitura Municipal e Câmara;Não informado;BI;2007
Rio Preto;Escrituras - Livros de Registros de Escravos;Não informado;BM;2007
Rio Vermelho;Capela Nossa Senhora do Rosário;Não informado;BI;2004
Rio Vermelho;Acervo de partituras da Banda Imaculada Conceição;Não informado;BM;2006
Rio Vermelho;Conjunto  Paisagístico da Gruta do Taipeiro - 28,74 ha;Não informado;CP;2007
Ritápolis;Capela de São Sebastião;Área  Rural - Restinga de Baixo;BI;2023
Ritápolis;Imagem de Santa Rita de Cássia;Não informado;BM;2007
Ritápolis;Núcleo Histórico - 55 unidades;Não informado;NH;2006
Rochedo de Minas;Estação Ferroviária;Não informado;BI;2008
Rochedo de Minas;Acervo Documental da Câmara Municipal;Não informado;BM;2008
Rodeiro;Busto de Adolfo nicolato;Praça São Sebastião;BM;2017
Rodeiro;Conjunto Paisagístico da Escadaria do Cruzeiro - 0,15ha;Rua Capitão João Alves de Azevedo, s/nº - Centro;CP;2012
Romaria;Conjunto Paisagístico Cachoeira da Bombinha - 3,98 ha;Distrito Sede, Romaria;CP;2024
Romaria;Antigo Colégio Dom Eduardo Duarte Silva - Paço Municipal;Não informado;BI;2007
Romaria;Imagem de Nossa Senhora de Abadia;Não informado;BM;2007
Rosário da Limeira;Cruzeiro;o Cruzeiro está implantado no topo de uma montanha próximo à sede do município. O acesso é feito pela Rua Salomão Pedro Curi, que possui trecho em asfalto e trecho em terreno compactado. Ao final da Rua Salomão Pedro Curi, à direita, acessa-se uma propriedade privada, e logo na entrada ha uma porteira em madeira trancada com corrente e cadeado. Ladeando a porteira o cercamento do terreno também é em madeira. Adentrando ao terreno, segue-se por uma via em terreno compactado, com o caminho já demarcado pelo tráfego de veículos. O caminho percorrido é em aclive, feito em zig zag na parte posterior da montanha;BI;2025
Rosário da Limeira;Conjunto Paisagístico Balneário Américo José Honório - 3,44 ha;Rua Minervira Maciel;CP;2022
Sabará;Capela do Senhor Bom Jesus;Alto do Morro da Cruz  Morro da Cruz;BI;2009
Sabará;Núcleo Histórico de Ravena - 167 unidades;Inclui a Rua Santa Cruz,  Largo do Rosário,  Rua do Chafariz,  Rua Benedito Saturnino,  Rua da Lapa,  Praça Nossa Senhora da Assunção,  ruas Gustavo Crispim e Cândido Lúcio Ferreira Pinto;NH;2012
Sabará;Igreja de Nossa Senhora  do Rosário – Ravena;Largo do Rosário  s/ nº - Ravena;BI;2008
Sabará;Imagem de Sant'Ana Mestra;Museu do Ouro - Rua da Intendência,s/nº - Centro;BM;2010
Sabará;Ponte Ferroviária- Pontilhão sobre o Rio das Velhas;Ponte sobre a Rua Mário Machado e Avenida Alberto Scharlê;BI;2008
Sabará;Conjunto Arquitetônico da Praça Bueno Brandão - 1,222 ha;Praça Bueno Brandão;CP;2007
Sabará;Retábulos da Igreja Velha (Ermida) do Santuário de Santo Antônio de Roça Grande;Praça da Igreja,s/nº– Roça Grande;BM;2021
Sabará;Igreja Matriz Nossa Senhora da Assunção - Lapa;Praça Nossa Senhora  da Assunção s/nº - Ravena;BI;2007
Sabará;Chafariz do Kaquende;Rua  São Pedro s/nº - Centro;BI;2007
Sabará;Conjunto Arquitetônico da Rua Abreu Guimarães - 0,41 ha;Rua Abreu Guimarães;CP;2007
Sabará;Capela de Nossa Senhora  do Bom Despacho;Rua Kaquende,  nº 128 - Centro;BI;2009
Sabará;Edificações;Rua São Pedro nº 03 - 09 - 49 - 71 - 83 - 119 - 18 - 60 - 102 - 114 - 124;BI;Não informado
Sabará;Ponte Ferroviária/ Pontilhão sobre o Ribeirão do Gaia;Sobre o Ribeirão do Gaia e estrada na direção do Bairro Pompeu e Caeté;BI;2009
Sabará;Museu do Ouro - Casa da Intendência;Não informado;BI;Não informado
Sabinópolis;Sobrado do Barroso - Casa de Dona Judith;Praça MonsenhorJosé Amantino dos Santos - Centro;BI;2007
Sabinópolis;Igrejinha de Nossa Senhora do Rosário;Praça Padre Joaquim Maria Viera,s/nº - Bairro do Rosário;BI;2023
Sabinópolis;Fazenda Bom Jardim;Não informado;BI;2006
Sabinópolis;Fazenda Santo Antônio;Não informado;BI;2006
Sabinópolis;Grupo Escolar Sabino Barroso;Não informado;BI;2007
Sabinópolis;Igreja Matriz de São Sebastião;Não informado;BI;2007
Sabinópolis;Matriz Santa Rita;Não informado;BI;2006
Sabinópolis;Mobiliário de jantar de Judith M. Barroso;Não informado;BM;2006
Sacramento;Museu Histórico de Sacramento: Corália Venites Maluf;Avenida Vigário Paixão, s/nº, Centro;BI;2024
Sacramento;Conjunto Urbano, Arquitetônico e Artístico: Cemitério Municipal São Francisco de Assis - 5,93 ha;Praça Ângela Berlato,s/nº - Bairro João XXIII ou Rua Doutor Tomás Novelino nº53;CP;2023
Sacramento;Paço Municipal;Praça Getúlio Vargas, 81, Centro;BI;2024
Sacramento;Monumento da Padroeira - Altar da Pátria;Praça Getúlio Vargas,s/nº - Centro - ao lado esquerdo da Basílica do Santíssimo Sacramento;BI;2023
Sacramento;Estação dos Bondes - Palácio das Artes;Rua Joaquim Murtinho, nº 450, Bairro Alto da Estação;BI;2022
Sacramento;Alto da Santa Cruz;Não informado;CP;2007
Sacramento;Conjunto  Ferroviário da Jaguara;Não informado;CP;2011
Sacramento;Casarão Colonial – Benjamim Vieira;Rua Tiradentes nº228 - Bairro Rosário;BI;2007
Santa Bárbara;Sítio Arqueologico das Ruinas do Barão de Catas Altas - 1,17 ha;Às margens da Rodovia de acesso ao Parque do Caraça - MG 436 - Distrito de Brumal;CP;2017
Santa Bárbara;Conjunto Natural Paisagístico e Paleontológico da Bacia do Gandarela -Sítio Gandarela -  3 ha;Distrito de Conceição do Rio Acima  em uma Antiga cava de linhito  nas proximidades da mina de dolomito da Extramil  hoje desativada;CP;2005
Santa Bárbara;Conjunto natural  Paisagístico e Arqueologico do Barro Branco - 11,41 ha;Fazenda Lavras Velhas  Distrito de Barro Branco  no limite com as áreas de reflorestamento da Cenibra;CP;2018
Santa Bárbara;Núcleo Histórico de Santa Bárbara:  Igreja de Nossa Senhora do Rosário, Igreja de Nossa Senhora das Mercês, Igreja Capela da Arquiconfraria do Cordão de São Francisco, Igreja Capela Senhor do Bonfim, Ruínas do Hospital Velho - 94 unidades;"Municipal: Seis áreas de preservação localizadas no Centro - AP1 - Praça Doutor Cleves de Faria; Praça Joaquim Aleixo Ribeiro; Praça Máercio Pessoa de Faria;  Rua Petrina de Castro;  Rua Espírito Santo;  Rua Arlindo Ayres;  Rua Rabelo Horta; Praça da Estação;  Rua João Lopes;   Rua Cristiane Geo Maia; Ramal dos Ferroviários;  AP4 - Rua Visconde do Rio Branco e Rua São Francisco; AP5 - Rua Conselheiro Affonso Penna;  Ramal dos Ferroviários;  e AP6 - Rua Nossa Senhora Mercês e Rua Edmundo Pena e Bairro São Francisco AP 2- Rua Benedito Francisco Martins;  e AP3 - Rua São Francisco;  Rua Joana Henrique de Castro.";NH;2007
Santa Bárbara;Prefeitura Municipal;Praça Cleves de faria, nº 122 - Centro;BI;2004
Santa Bárbara;Igreja de Nossa Senhora do Rosário;Praça Joaquim Aleixo Ribeiro  s/ nº - Centro;BI;2007
Santa Bárbara;Casa do Largo do Rosário - Casa de Cultura;Praça Joaquim Aleixo Riveiro,  nº 75 - Centro;BI;2001
Santa Bárbara;Chafariz do Largo de Brumal;Praça Santo Amaro - Distrito de Brumal;BM;2001
Santa Bárbara;Igreja Capela da Arquiconfraria do Cordão de São Francisco;R. São Francisco  s/ nº - Bairro: São Fracisco;BI;2007
Santa Bárbara;Ruínas do Capivari;RPPn Fazenda Capelaivary I e II - Distrito do Rio Acima;BI;2005
Santa Bárbara;Ruínas de Pedra do Hospital Velho;Rua Benedito Francisco Martins s/nº - São Francisco;BI;2001
Santa Bárbara;Prédio do antigo Patronato de Afonso Pena;Rua Francisco Archanjo de Souza Melo, s/nº - Centro;BI;2001
Santa Bárbara;Igreja de Nossa Senhora das Mercês;Rua Nossa Senhora das Mercês, s/ nº - Bairro: Vila Verde;BI;2007
Santa Bárbara;Centro Histórico do Distrito de Brumal - 50 unidades;Rua Principal (atual Rua Paciência) e terrenos nas proximidades dos seguintes logradouros: Rua da Prai, Rua da Quitanda,  Praça Santo Amaro e Beco da Caixa D'água.  O Núcleo esta implantado entre a Rodovia do Caraça e as magens do Ribeirão de mesmo nome e do Rio Conceição.;NH;2011
Santa Bárbara;Escola Nossa Senhora do Sagrado Coração;Rua Rabelo Horta, nº 200 - Centro;BI;2007
Santa Bárbara;Associação dos Aposentados;Rua Tenente Carlos, nº 112;BI;2007
Santa Bárbara;Igreja Capela do Senhor do Bonfim;Rua Visconde do Rio Branco,  s/ nº;BI;2007
Santa Bárbara;Conjunto Paisagístico Parque Municipal Recanto Verde - 36,54 ha;Não informado;CP;2001
Santa Bárbara;Praça Cleves de Faria - 0,72 ha;Não informado;CP;2001
Santa Bárbara;Praça Leste de Minas - 0,3132 ha;Não informado;CP;2001
Santa Bárbara;Capela do Cemitério;Rua Antônio Pereira Rocha  s/ nº - Centro;BI;2000
Santa Bárbara do Monte Verde;Fazenda da Vargem;Não informado;BI;2000
Santa Bárbara do Monte Verde;Fazenda do Barão;Não informado;BI;2004
Santa Bárbara do Monte Verde;Sede da Prefeitura Municipal;Não informado;BI;2006
Santa Bárbara do Monte Verde;Cofre;Não informado;BM;2011
Santa Cruz de Minas;Cruzeiro;Praça do Cruzeiro - Centro;BI;2019
